建立奥斯曼帝国的土耳其人是原先来自中亚、广为分散的（  ）人的一支。,,选项 D ,,,,,,,
1071年，突厥部落在具有决定意义的（   ）战役中大败拜占庭军队。,,选项 B ,,,,,,,
土耳其人获得他们在欧洲的第一个立足点是在（  ）。,,选项 C ,,,,,,,
英法百年战争起止时间是（  ）。,,选项 A ,,,,,,,
下列与15世纪前后巴尔干半岛分裂无关的帝国是（  ）。,,选项 B ,,,,,,,
1389年，奥斯曼人致使塞尔维亚帝国灭亡的著名战役是（  ）。,,选项 C ,,,,,,,
奥斯曼人攻占君士坦丁堡，从而结束拜占庭帝国千年历史是在（  ）。,,选项 D ,,,,,,,
1526年，土耳其人一举击溃匈牙利君主国的战役是（  ）。,,选项 B ,,,,,,,
1529年，率军围攻维也纳的奥斯曼帝国君主是（  ）。,,选项 D ,,,,,,,
奥斯曼帝国的中心地带是（  ）。,,选项 C ,,,,,,,
1500前后，第二大穆斯林帝国是（  ）。,,选项 B ,,,,,,,
从约公元1000年到1258年统治波斯的是（  ）。,,选项 A ,,,,,,,
1258年蒙古入侵波斯后，新来的蒙古统治者称为（  ）。,,选项 C ,,,,,,,
1500年萨菲王朝的缔造者是（  ）。,,选项 D ,,,,,,,
萨菲王朝信仰伊斯兰教中的（   ）派。,,选项 B ,,,,,,,
大部分土耳其人信奉伊斯兰教中的（  ）派。,,选项 D ,,,,,,,
波斯成为一个国际公认的强国是在哪位国王统治时期？（  ）,,选项 C ,,,,,,,
1524年，打败印度10万大军的突厥人首领是（  ）。,,选项 A ,,,,,,,
莫卧儿帝国臻于鼎盛是在哪位皇帝统治时期？（  ）,,选项 B ,,,,,,,
阿克巴创立的“丁—伊拉赫教”糅合了许多宗教的教义，与之无关的是（ ）。,,选项 D ,,,,,,,
世界闻名的莫卧儿建筑的瑰宝是（  ）。,,选项 C ,,,,,,,
不属于穆斯林帝国辉煌的是（    ）。,,选项 D ,,,,,,,
1525年12月发呼吁书给苏莱曼一世请求土耳其人进攻神圣罗马帝国的是法国国王（  ）。,,选项 B ,,,,,,,
苏莱曼远征神圣罗马帝国，不仅援助了法国，而且还援救了（ ）异教徒。,,选项 A ,,,,,,,
1500年前后，三大穆斯林帝国任命和擢升官吏的标准是（  ）。,,选项 C ,,,,,,,
斯塔夫里阿诺斯认为从罗马帝国早期起使欧洲的金银不断外流的国家是（  ）。,,选项 B ,,,,,,,
在只晓得用盐处理食品、对其他食物保存技术知之甚少的世界里极受欢迎的商品是（  ）。,,选项 D ,,,,,,,
1498年闯入印度洋，迅即控制大部分南亚贸易的是（  ）。,,选项 C ,,,,,,,
三大穆斯林帝国的衰落始于（  ）。,,选项 B ,,,,,,,
16世纪规模最大的海战是（  ）。,,选项 A ,,,,,,,
1756年，标志着欧洲外交史上的一个转折点的事件是（  ）。,,选项 D ,,,,,,,
伊斯兰教教法说明官或宗教领袖被称为（  ）。,,选项 C ,,,,,,,
在18世纪末威廉?伊顿的关于奥斯曼帝国的报告中，被蔑称为“污秽的狗”的是（  ）。,,选项 B ,,,,,,,
1500年前后，斯塔夫里阿诺斯认为东亚儒家世界的外围是日本和（  ）。,,选项 A ,,,,,,,
世界上最古老的、未曾中断的文明是（  ）。,,选项 D ,,,,,,,
中国文明更具连续性的原因不包括（  ）。,,选项 C ,,,,,,,
不属于中国从美洲引进的粮食作物是（    ）。,,选项 D ,,,,,,,
历史上征服和统治中国并入主中原的少数民族是蒙古人和（  ）。,,选项 B ,,,,,,,
斯塔夫里阿诺斯认为整个东亚采用中国书面语的民族不包括（  ）。,,选项 A ,,,,,,,
中国科举制度由一系列考试组成，从下到上最后的考试是京城的（    ）。,,选项 C ,,,,,,,
中国科举制度由一系列考试组成，从下到上首先是地区和县城的（  ）。,,选项 D ,,,,,,,
中国废除科举制度的时间是在哪一年？（    ）,,选项 D ,,,,,,,
中国文明中前所未有地开始专注于重视道德价值的伟大伦理传统的创立者是（  ）。,,选项 B ,,,,,,,
新兴的希腊化文化在中东的传播缘于（   ）的征服。,,选项 A ,,,,,,,
约公元前1500年左右，入侵印度的是（  ）。,,选项 C ,,,,,,,
斯塔夫里阿诺斯认为政治结构相似于中世纪欧洲的是中国的（  ）王朝。,,选项 B ,,,,,,,
下列关于商王朝的表述，不正确的是（ ）。,,选项 D ,,,,,,,
在范围、人口、财富和文化成就方面，起码堪与当时罗马帝国相媲美的是（  ）王朝。,,选项 C ,,,,,,,
宋以后的元朝（1279—1368年）的建立者是（  ）。,,选项 A ,,,,,,,
下列关于清王朝的表述，不正确的是（  ）。,,选项 D ,,,,,,,
葡萄牙人在澳门设立永久商业根据地的时间是在哪一年？（   ）,,选项 C ,,,,,,,
16世纪占据中国贸易垄断地位的西方国家是（  ）。,,选项 B ,,,,,,,
中国人向所有国家开放贸易是在（  ） 。,,选项 D ,,,,,,,
到18世纪中叶，中国向所有国家开放贸易的地点仅限于澳门和（  ）。,,选项 A ,,,,,,,
1689年，清朝与俄国签署的第一份边界条约是（   ）。,,选项 B ,,,,,,,
1727年，中国清政府和俄国签署了严密地控制和限制贸易的（  ）。,,选项 C ,,,,,,,
历史上日本遭受过一次外来入侵的严重威胁是13世纪（  ）的入侵。,,选项 D ,,,,,,,
镰仓幕府的创立者，日本第一位幕府将军是（  ）。,,选项 A ,,,,,,,
中国文明开始大规模地传入日本是在（  ）。,,选项 B ,,,,,,,
始于645年，试图仿照中国唐朝，把日本改变成一个中央集权制国家的改革是（ ）。,,选项 A ,,,,,,,
日本人以唐都长安为榜样先后建造地具有日本特征的新的京城是奈良和（  ）。,,选项 C ,,,,,,,
从近代开始，日本封建统治阶级中掌握实权的是（  ）。,,选项 B ,,,,,,,
德川家康在江户建立德川幕府，确立对全国的统治是在哪一年？（  ）,,选项 D ,,,,,,,
德川幕府统治日本的起止时间是（  ）。,,选项 B ,,,,,,,
日本德川幕府的建立者是（  ）。,,选项 C ,,,,,,,
在德川幕府严格、世袭的等级结构中，居于第一等级的是（  ）。,,选项 A ,,,,,,,
在德川幕府严格、世袭的等级结构中，居于第二等级的是（  ）。,,选项 D ,,,,,,,
德川幕府政权的思想基础是（     ）。,,选项 C ,,,,,,,
16世纪中期，最早来到日本的是（ ）商人。,,选项 B ,,,,,,,
1549年抵达日本、经许可到民众中间传道说教的耶稣会神父是（  ）。,,选项 C ,,,,,,,
1624年日本驱逐的是以往最目中无人，看起来最富有侵略性的（  ）。,,选项 A ,,,,,,,
荷兰人作为唯一获得在日本通商许可的欧洲人，通商仅限于（  ）港的出岛上。,,选项 D ,,,,,,,
德川幕府颁布禁止日本人出国，违者处死刑的政策是在（  ）。,,选项 C ,,,,,,,
“人们只有通过信仰，而不是其他任何手段，才能回报上帝。”这句话出自（  ）之口。,,选项 B ,,,,,,,
经济学家把（  ）定义为这样一个过程：人类通过这一过程将增强对外部环境的控制能力作为提高人均产量的手段。,,选项 D ,,,,,,,
斯塔夫里阿诺斯认为，从世界历史的角度来说，这一现代化过程的重要性在于它不可抗拒地导致了（  ）对全球的支配地位。,,选项 C ,,,,,,,
文艺复兴中“复兴”的原意是“再生”、“复活”，但其实质是（  ）。,,选项 C ,,,,,,,
被现代历史学家定义为从中世纪转向现代文明的一个过渡时期的事件是（  ）。,,选项 A ,,,,,,,
文艺复兴的起止时间是（  ）。,,选项 B ,,,,,,,
文艺复兴最初起源于（    ）。,,选项 D ,,,,,,,
近代早期作为西欧与东方贸易的中间人的是（  ）。,,选项 C ,,,,,,,
下列关于文艺复兴时期意大利的表述，不正确的是（  ）。,,选项 D ,,,,,,,
斯塔夫里阿诺斯在《全球通史》中这样论述某历史事件：“（这场运动）关心的是今世而不是来世；它关注的是非宗教的古典文化而不是基督教神学。”这场运动（  ）。,,选项 A ,,,,,,,
1492年达?芬奇展现了他在多大程度上领先于他所处的时代的著作是（  ）。,,选项 B ,,,,,,,
被称为“文艺复兴文学之父”的是（    ）。,,选项 C ,,,,,,,
绘画向自然主义过渡的标志性人物是（  ）。,,选项 C ,,,,,,,
掌握了独具特色的文艺复兴时期透视法创作的画家是（  ）。,,选项 D ,,,,,,,
意大利文艺复兴的绘画达到成熟阶段是在（  ）。,,选项 C ,,,,,,,
“文艺复兴的新人”的代表是（    ）。,,选项 D ,,,,,,,
1994年11月15日，达?芬奇的哪部作品在伦敦以3080万美元的价格被出售？（  ）,,选项 B ,,,,,,,
下列关于意大利文艺复兴运动衰落的表述，不正确的是（  ）。,,选项 A ,,,,,,,
16世纪后期，意大利人未能生产出适应不断变化的口味的产品的阻碍不包括（  ）。,,选项 C ,,,,,,,
16世纪文艺复兴传到北欧的传播者不包括（  ）。,,选项 D ,,,,,,,
关于北欧文艺复兴时期的画家勃鲁盖尔的表述，不正确的是（  ）。,,选项 B ,,,,,,,
（  ）的绘画作品《无辜贫民大屠杀》描绘了西班牙士兵杀戮妇女和儿童的场景。,,选项 C ,,,,,,,
文艺复兴时期北欧最不正统和最具社会意识的艺术家是（  ）。,,选项 D ,,,,,,,
詹姆斯国王版的《圣经》和（  ）的戏剧奠定了英国现代文学的基础。,,选项 A ,,,,,,,
以其小说《堂?吉诃德》为西班牙民族语言的发展做出贡献的作家是（    ）。,,选项 B ,,,,,,,
法兰西学院建立的时间是在（  ）。,,选项 C ,,,,,,,
为法国民族语言的发展做出贡献的人物是弗朗西斯?拉伯雷和（  ）。,,选项 D ,,,,,,,
下列对于文艺复兴的评价，不正确的是（  ）。,,选项 B ,,,,,,,
17世纪上半叶，明了欧洲的知识进步与海外扩张的联系的奥斯曼帝国历史学家是（  ）。,,选项 A ,,,,,,,
宗教改革时期，被迫用他的基本信念的道理反对和抵抗罗马教会的基本理论的是（  ）。,,选项 C ,,,,,,,
14世纪的“巴比伦监禁”事件削弱了教皇的威信，当时被法国国王菲利浦四世逮捕的教皇是（  ）。,,选项 B ,,,,,,,
14世纪末的“教会大分裂”事件之后出现了两个教皇，一个在罗马，另一个在（  ）。,,选项 A ,,,,,,,
中世纪英国著名的异教徒是（  ）。,,选项 C ,,,,,,,
1415年在康斯坦茨会议的火刑柱上被烧死的哲学家是（   ）。,,选项 D ,,,,,,,
推动宗教改革的力量不包括（  ）。,,选项 B ,,,,,,,
1517年，为获得维修罗马圣彼得教堂的费用，教皇决定在整个欧洲兜售大量的（  ）。,,选项 C ,,,,,,,
轰轰烈烈的欧洲宗教改革运动爆发于（  ）。,,选项 A ,,,,,,,
马丁?路德于1517年把（  ）张贴到了维滕堡城堡教堂大门口，由此揭开宗教改革的序幕。,,选项 D ,,,,,,,
为马丁?路德提供避难所的选帝侯弗雷德里克来自（  ）。,,选项 B ,,,,,,,
（  ）和约赋予德国国王选择天主教派或路德教派信仰并将其强加于他们的臣民的权力。,,选项 C ,,,,,,,
下列关于马丁?路德的表述，不正确的是（  ）。,,选项 A ,,,,,,,
瑞士宗教改革运动的代表人物是（  ）。,,选项 D ,,,,,,,
约翰?加尔文成功实践自己的宗教社会理想是在（  ）。,,选项 B ,,,,,,,
下列关于约翰?加尔文及其教义的表述，不正确的是（  ）。,,选项 C ,,,,,,,
要求完全的宗教自由、反对个人积累物质财富等信条的新教教派是（  ）。,,选项 D ,,,,,,,
下列选项中不属于新教教派的是（   ）。,,选项 D ,,,,,,,
1534年，建立独立英国教会的英国国王是（  ）。,,选项 C ,,,,,,,
16世纪英国国王推行的宗教改革（  ）。,,选项 D ,,,,,,,
英国宗教改革中，选定温和的新教的君主是（  ）。,,选项 B ,,,,,,,
爆发于1556年的争取国家独立的第一次现代革命是（   ）。,,选项 A ,,,,,,,
荷兰与西班牙的战争结束时间是（  ）。,,选项 D ,,,,,,,
在法国，加尔文派的拥护者被称为（   ）派教徒。,,选项 C ,,,,,,,
1547年到1559年在位、残酷地迫害胡格诺派教徒的法国国王是（  ）。,,选项 B ,,,,,,,
1572年8月的（   ）使法国的宗教斗争从政治权力的争夺变成了一场新教徒和天主教徒之间的生死存亡的战争。,,选项 A ,,,,,,,
1598年，颁布《南特敕令》的法国国王是（  ）。,,选项 D ,,,,,,,
1598年，亨利四世颁布（  ），在一个国家内给予两种宗教以法律承认和合法地位。,,选项 D ,,,,,,,
《南特敕令》可与允许一个国王在两种宗教之间做出选择的（  ）相媲美。,,选项 B ,,,,,,,
召开“特伦托会议”和建立耶稣会是哪位教皇采取的天主教改革措施？（  ）,,选项 C ,,,,,,,
1545—1563年间断断续续召开的宗教会议是（  ）。,,选项 A ,,,,,,,
耶稣会的创建者是西班牙巴斯克贵族（    ）。,,选项 B ,,,,,,,
旨在铲除任何地方出现的异端学说的异端裁判所建于（  ）。,,选项 C ,,,,,,,
下列哪个不属于耶稣会会士和外交官主要负责消灭的新教派势力的区域？,,选项 D ,,,,,,,
在亚洲、非洲和南北美洲的异教徒中传播上帝福音的耶稣会会士不包括（   ）。,,选项 D ,,,,,,,
利玛窦是在（  ）传播上帝福音的耶稣会会士。,,选项 B ,,,,,,,
主张离婚自由、允许女人参加教会管理机构和布道等信条的激进的新教分支教派不包括（  ）。,,选项 C ,,,,,,,
承认家庭之外的性自由会给母亲和孩子以伤害的英国平均派领袖是（  ）。,,选项 B ,,,,,,,
宗教改革直接的和决定性的遗产是（    ）。,,选项 D ,,,,,,,
11世纪也曾发现北美大陆的是（  ）。,,选项 A ,,,,,,,
西欧经济在14世纪衰退的原因不包括（  ）。,,选项 C ,,,,,,,
欧洲从（ ）世纪起，逐渐采用三轮制的耕作方法，大大提高了生产率。,,选项 A ,,,,,,,
中世纪欧洲与外部世界之间的贸易发展的原因不包括（  ）。,,选项 B ,,,,,,,
